,review_text,review_rating,author_id,author_name,author_app_version,review_datetime_utc,review_likes
309214,This is soo very good app I rlly love it!!!😊😊😊,5,100001*********165298,A Google user,2.60.07,2020-10-31T17:19:47.000Z,0
234536,Salamat shopee ngrefund talaga sila sa sirang items..,5,100001*********188597,A Google user,2.57.13,2020-07-16T19:45:37.000Z,0
422557,bakit walang lumalabas sa home page ko.?,3,100001*********223099,A Google user,2.69.07,2021-04-11T14:56:40.000Z,0
722820,It gives me more happiness when shopping because of its very affordable product 🤣🤣🤣,5,100001*********234126,A Google user,2.97.14,2023-01-27T23:03:06.000Z,0
476111,Subrang ganda at mababa lng shipping,5,100001*********246687,A Google user,2.72.16,2021-07-08T03:19:25.000Z,0
218673,It was fun and likable but sometimes it makes me obsessed on ordering 😁 hehe anywas thank you shopee 👍,5,100001*********268791,A Google user,2.57.10,2020-06-26T22:34:36.000Z,0
727269,Love this app!,5,100001*********295267,A Google user,2.98.10,2023-02-20T11:22:55.000Z,0
83255,super enjoy,5,100001*********295980,A Google user,2.45.51,2019-10-29T11:04:43.000Z,0
90520,Very good,5,100001*********296891,A Google user,2.46.06,2019-11-09T02:05:26.000Z,0
213784,Ok kayu lami kayu,5,100001*********358075,A Google user,2.56.05,2020-06-14T07:13:53.000Z,0
256350,Super happy kc wala p ako natanggap n palpak n mga order ko.kya happy ako sa shopee.,5,100001*********367802,A Google user,,2020-08-15T09:20:09.000Z,0
475079,Salamat Shopee!,5,100001*********382356,A Google user,2.73.06,2021-07-07T01:03:22.000Z,0
156346,Excellent 👍,5,100001*********392158,A Google user,2.50.21,2020-02-24T04:14:04.000Z,0
237701,Satisfied,5,100001*********395650,A Google user,,2020-07-21T11:22:01.000Z,0
722082,potik,5,100001*********471927,A Google user,,2023-01-24T06:04:31.000Z,0
323866,Nice,5,100001*********481156,A Google user,,2020-11-18T09:15:26.000Z,0
331348,Happy shopng,5,100001*********509214,A Google user,2.62.30,2020-11-27T22:49:27.000Z,0
471990,It's so slow and i can't see the pictures hindi namn mahina wifi nmn tas maka open ako nang youtube,2,100001*********510225,A Google user,,2021-07-01T13:13:11.000Z,0
213331,Nice shoppe,5,100001*********513046,A Google user,,2020-06-13T13:27:25.000Z,0
303289,EW KRISSSS,1,100001*********543191,A Google user,,2020-10-23T03:12:53.000Z,0
344984,Its nice shop,5,100001*********590877,A Google user,,2020-12-12T15:33:37.000Z,0
528285,"I'm disappointed. I'm a new user, but I cannot redeem my new user gift. I already fill out all the necessary details. Also, I cannot purchased ANY products from the shop. They always say that I already redeemed my vouchers when I don't even have my first purchased yet.",1,100001*********650935,A Google user,,2021-10-10T07:16:02.000Z,0
351420,OK naman. Mas early delivery nila kaysa sa Ibang online shop. 😂😂,5,100001*********663463,A Google user,2.55.08,2020-12-19T08:36:58.000Z,0
556898,its easy to use,5,100001*********710981,A Google user,,2021-11-30T01:56:11.000Z,0
656596,legit apps,5,100001*********721520,A Google user,,2022-06-15T13:10:18.000Z,0
215072,good apps for everyone❤️,5,100001*********816527,A Google user,,2020-06-16T10:45:36.000Z,0
543747,I love this app.,5,100001*********828760,A Google user,2.79.09,2021-11-07T12:57:44.000Z,0
279953,Excellent,5,100001*********837901,A Google user,2.60.08,2020-09-17T23:13:17.000Z,0
414841,👍👌🏻👌🏻,4,100001*********855789,A Google user,2.68.11,2021-03-29T08:01:50.000Z,0
747464,Nice app for buying house needs!,5,100001*********882780,A Google user,3.03.10,2023-06-28T06:10:32.000Z,0
725989,Superb,5,100001*********963894,A Google user,2.95.59,2023-02-13T06:48:33.000Z,0
294032,Great app,5,100001*********964847,A Google user,2.61.11,2020-10-10T04:46:48.000Z,0
518173,Legit,5,100002*********015269,A Google user,2.76.21,2021-09-19T09:20:49.000Z,0
276712,Shopee you're great. Keep up the good work,5,100002*********042625,A Google user,2.60.08,2020-09-14T00:35:20.000Z,0
367494,My order is quickly delvered,5,100002*********063617,A Google user,,2021-01-11T04:17:01.000Z,0
285453,Nag order ako ng 2 items ng short but isa lang yung nareceived ko.,3,100002*********065573,A Google user,2.60.08,2020-09-26T06:53:22.000Z,0
472351,"Very useful, and easy to buy what I need... I really love this app",5,100002*********092314,A Google user,2.73.06,2021-07-02T07:15:26.000Z,0
408282,Nice,5,100002*********111625,A Google user,,2021-03-18T05:44:47.000Z,0
113388,Amazing,5,100002*********170397,A Google user,2.47.10,2019-12-07T07:51:19.000Z,0
60742,I enjoy shopping...affordable items and lots of discount..free of shipping fee,5,100002*********254922,A Google user,2.23.15,2019-09-28T13:37:48.000Z,0
580372,Lag kaau mo,5,100002*********264924,A Google user,,2022-01-06T16:11:43.000Z,1
154970,I enjoyed shopping,5,100002*********275132,A Google user,2.50.21,2020-02-21T07:04:38.000Z,0
255709,Less hussle,4,100002*********300727,A Google user,2.58.20,2020-08-14T13:19:13.000Z,0
235194,always get to buy good quality rpoducts at low cost,5,100002*********313668,A Google user,2.58.11,2020-07-17T14:30:10.000Z,0
463734,Very affordable,5,100002*********327705,A Google user,,2021-06-18T04:22:24.000Z,0
40645,great,5,100002*********328067,A Google user,2.33.10,2019-04-04T13:10:50.000Z,0
536801,Good and satisfied,5,100002*********363199,A Google user,2.78.31,2021-10-24T00:19:15.000Z,0
5674,I love it,5,100002*********365922,A Google user,,2017-09-01T17:17:44.000Z,0
517798,"This app is so helpful specially this time of pandemic, but there are some things that the developer must consider and take actions to, like reports about the seller and defective items. Trust is everything, but how can a customer put his/her whole trust to buying using your app if there's so many ignored reports and unaddressed reviews and comments about the seller and items.",5,100002*********402353,A Google user,2.76.05,2021-09-18T17:25:18.000Z,21
152311,The best,5,100002*********403511,A Google user,,2020-02-16T04:22:36.000Z,0
14800,it makes my shopping life more easier..,5,100002*********406779,A Google user,2.23.15,2018-05-19T08:00:58.000Z,0
774541,Good,4,100002*********417860,A Google user,3.11.07,2023-10-16T19:22:20.000Z,0
62692,Flash sale 😄 hope i can will sa 1peso deal😄,5,100002*********429986,A Google user,2.44.15,2019-10-04T00:56:17.000Z,0
106798,VERY GOOD!,5,100002*********437476,A Google user,2.46.06,2019-11-27T13:15:22.000Z,0
508233,nice,5,100002*********488089,A Google user,2.75.41,2021-09-02T08:37:26.000Z,0
750462,So far so good,4,100002*********610886,A Google user,2.96.29,2023-07-14T11:16:59.000Z,0
718417,"Walang kwenta, 5 orders ko puro delivery attempt unsuccessful wala naman akong natatanggap na items. Ma uninstall nalang and lipat nalang ng Lazada at Zalora. Poor customer service 🤬",1,100002*********637951,A Google user,2.96.27,2023-01-08T08:29:57.000Z,0
121760,Good and fast delivery.,5,100002*********675729,A Google user,2.47.31,2019-12-16T13:57:51.000Z,0
327267,Ang gaganda ng na bibili ko dito kaya five star skn salamat shoppe hahahahaha,5,100002*********681905,A Google user,2.62.10,2020-11-22T15:24:11.000Z,0
499214,Very good,5,100002*********682555,A Google user,,2021-08-15T14:13:09.000Z,0
226385,Very Convenient,5,100002*********702709,A Google user,2.57.10,2020-07-06T22:56:40.000Z,0
576216,Great Job!,5,100002*********705154,A Google user,2.81.30,2021-12-31T07:05:58.000Z,0
136582,Very good!,5,100002*********743512,A Google user,2.49.20,2020-01-13T11:02:39.000Z,0
24279,Nice,5,100002*********765933,A Google user,2.28.23,2018-10-23T13:35:55.000Z,0
626046,I like dis page,5,100002*********823444,A Google user,2.85.31,2022-04-09T15:31:33.000Z,0
260865,nice and legit,5,100002*********840478,A Google user,2.59.40,2020-08-21T02:18:13.000Z,0
459371,Nice,5,100002*********881747,A Google user,2.72.11,2021-06-12T10:17:14.000Z,4
453329,Enjoy it,5,100002*********939958,A Google user,2.71.21,2021-06-04T13:13:00.000Z,0
79941,Awesome,5,100002*********983758,A Google user,2.44.50,2019-10-24T09:01:49.000Z,0
137232,Excellent!,5,100003*********000115,A Google user,,2020-01-15T02:04:32.000Z,0
349733,Good,5,100003*********001831,A Google user,2.63.29,2020-12-17T12:01:06.000Z,0
611884,Good online shopping,5,100003*********071348,A Google user,2.84.10,2022-03-08T15:05:52.000Z,0
520729,Nice ng quality ng shopeee guyss,5,100003*********097799,A Google user,2.73.10,2021-09-24T00:41:44.000Z,0
764204,Nice,5,100003*********102420,A Google user,,2023-09-06T11:19:40.000Z,0
9028,Fabulous,5,100003*********113953,A Google user,,2017-12-18T22:45:56.000Z,0
317864,Very usefull app,5,100003*********134241,A Google user,2.51.06,2020-11-11T05:02:03.000Z,0
548470,hhh,5,100003*********190836,A Google user,,2021-11-14T21:26:46.000Z,0
48177,Very nice 👸,5,100003*********194756,A Google user,2.32.20,2019-06-22T13:50:11.000Z,0
461453,Easy shop for busy moms..,5,100003*********269229,A Google user,2.61.31,2021-06-15T04:57:52.000Z,0
277444,Good experience,5,100003*********342796,A Google user,2.60.08,2020-09-14T22:33:15.000Z,0
170017,It cannot diliver on 7-12 days,1,100003*********351157,A Google user,,2020-03-31T09:26:27.000Z,0
705963,"Giving this app 1 star only because there's no 0 star! They once blacklisted my account for COD option because I refused an order, when it was their own chat support agent who advised me to refuse the delivery after I complained about the seller! Also, their recent changes with limiting the use of vouchers, the additional fees they charge for those who sells within the platform, and this repeated captcha verification is so annoying. This app has degraded so much in the past year!",1,100003*********351641,A Google user,2.95.49,2022-11-17T02:45:51.000Z,0
559854,Fast delivery,5,100003*********393938,A Google user,2.80.30,2021-12-06T05:01:24.000Z,0
551323,Very useful app especially for those who have no time to shop..,5,100003*********395450,A Google user,2.79.09,2021-11-18T21:22:36.000Z,0
24650,not sure,2,100003*********397112,A Google user,,2018-10-27T01:27:46.000Z,0
325974,No comment,5,100003*********398712,A Google user,2.62.30,2020-11-21T02:21:46.000Z,0
288959,I love their point system..unlike lazada😍😍😍,5,100003*********457547,A Google user,,2020-10-02T08:07:16.000Z,0
52266,5 star,5,100003*********464091,A Google user,2.40.30,2019-07-26T15:37:21.000Z,0
737739,Nice apps,5,100003*********499883,A Google user,3.01.10,2023-04-29T04:29:27.000Z,0
107350,Excellent apps than other online shopping apps.,5,100003*********499886,A Google user,2.47.10,2019-11-28T09:31:13.000Z,0
249784,as of the moment.. fine ☺️,5,100003*********543380,A Google user,2.59.10,2020-08-07T15:32:47.000Z,0
243863,Nice apps,5,100003*********554811,A Google user,2.58.20,2020-07-30T09:44:21.000Z,0
522688,This app is not for me,1,100003*********576581,A Google user,,2021-09-28T05:00:35.000Z,0
675601,Nice,5,100003*********619956,A Google user,2.91.26,2022-08-09T21:46:48.000Z,0
445303,Ty shopee,5,100003*********651457,A Google user,2.70.12,2021-05-19T09:41:56.000Z,0
743150,Nice,5,100003*********698728,A Google user,,2023-06-01T04:42:16.000Z,0
651209,Listen to you users.,1,100003*********741073,A Google user,2.88.23,2022-06-05T23:24:56.000Z,0
491610,Tumbs up👍,5,100003*********760958,A Google user,,2021-08-03T15:10:06.000Z,0
25507,It's good,4,100003*********776050,A Google user,,2018-11-03T01:23:59.000Z,0
4670,Keep up the good work !,5,100003*********778588,A Google user,2.13.28,2017-07-15T10:40:29.000Z,3
426191,5 star kasi mabilis dumating ang mga items.,5,100003*********783316,A Google user,2.69.20,2021-04-17T07:01:13.000Z,0
617830,A bit laggy and it takes time to load afterthe update,1,100003*********794285,A Google user,2.84.31,2022-03-20T23:41:30.000Z,0
21251,i enjoy very much for the COD... i enjoy shopping and i am also enjoying this app but 1 thing i am dissappointed why i cannot use the COD for the first time... why it happens,5,100003*********843577,A Google user,2.26.20,2018-09-11T04:46:49.000Z,1
195126,Great job shoppe,5,100003*********857181,A Google user,2.55.13,2020-05-25T08:31:34.000Z,0
236726,Sabihin mo lang salamay shopee 😊😍😂,5,100003*********858052,A Google user,2.58.11,2020-07-20T05:57:59.000Z,0
442237,Love the app,5,100003*********873319,A Google user,,2021-05-14T07:32:06.000Z,0
666061,I gave it 5 star becoz i win ₱1M on shopee shake salamat shopeee....,5,100003*********907896,A Google user,,2022-07-15T04:30:12.000Z,0
223093,Crappy App is so laggy and took so long to respond.,1,100003*********927661,A Google user,2.57.10,2020-07-02T16:43:26.000Z,2
319305,super easy gamitin,5,100003*********942910,A Google user,,2020-11-12T08:36:42.000Z,0
157663,Shopee makes it better than others - I can use Shopee Coins whenever I shop to buy!,5,100003*********966490,A Google user,,2020-02-26T13:21:08.000Z,0
556873,Wala lang trip ko lang mag rate,5,100003*********979333,A Google user,2.78.31,2021-11-30T00:41:42.000Z,0
486984,Very convinient for me as a seller and buyer at the same time... happy shopping,5,100003*********987663,A Google user,2.74.06,2021-07-26T05:23:09.000Z,0
110902,Nice,5,100004*********008947,A Google user,,2019-12-03T15:44:37.000Z,0
595081,Salamat po shopee mabait Ang mga rider ninyo,5,100004*********055648,A Google user,,2022-02-04T04:11:03.000Z,0
513355,this app is *chefs kiss,5,100004*********093316,A Google user,,2021-09-12T03:57:08.000Z,0
462082,Love it,5,100004*********108547,A Google user,2.72.14,2021-06-15T19:21:30.000Z,0
676760,Very easy to shop and fast delivery. Ive never encountered any scam seller here and the sf is cheap. Thank you shopee.,5,100004*********127893,A Google user,2.91.31,2022-08-12T22:28:00.000Z,0
454586,GREAT and very helpful...... all i nned is in here thank you shopee,5,100004*********140950,A Google user,,2021-06-06T12:53:12.000Z,0
586280,Very satisfied,5,100004*********148463,A Google user,2.80.21,2022-01-17T11:54:59.000Z,0
581274,"Actually this is my favorite and the only shop and im happy to used the app. But for now, i am so sad that visayas people are still not able to make an order, shipping is not available if we place our order..Im hoping that it will be okay soonest..",5,100004*********204452,A Google user,,2022-01-08T04:55:58.000Z,0
660681,oki nman mga itims kilangan mo lang talagang seguraduhin na yung itim is oky,5,100004*********213415,A Google user,2.89.22,2022-06-28T07:27:12.000Z,0
290071,BULOK!! ANO YUN NAG TOP UP AKO SA BWISIT NA SHOPEE PAY PARA MAKA AVAIL NG FREE SHIPPING TAPOS PAG NAG SUM NA NG BABAYARAN SA MULA SA WALLET DI NA KOMAKAPAG BAYAD KASI TAMA LANG YUNG PERA KO PARA SA PRODUCTS! ANO PANG SILBI NGPAG SA SHOPPEE PAY AT FREE SHIPPING DYAN KUNG PATI SHIPPING FEE PALA KASAMA SA KINKWENTA NYO!!! TAPOS DI KO PA AGADMAKUHA ANG PERA KASI KELANGAN NG P****** VALID ID. ANO INIISAHAN NYO KAME?!,1,100004*********263161,A Google user,2.60.30,2020-10-04T09:41:29.000Z,0
574756,Maganda po ang tela ng item malamig po sa katawan maganda po sya.,5,100004*********289983,A Google user,2.77.32,2021-12-29T06:36:41.000Z,0
190876,😍😍😍😍😍,5,100004*********303179,A Google user,,2020-05-20T03:52:55.000Z,0
233290,Great,5,100004*********310095,A Google user,2.54.30,2020-07-15T06:20:28.000Z,0
451131,Very helpful. Quick and easy delivery,5,100004*********311299,A Google user,,2021-05-31T02:41:35.000Z,0
89239,Amazing and easy Online shopping experience with a lot of Beautiful but affordable items.,5,100004*********347854,A Google user,2.46.06,2019-11-07T09:31:22.000Z,0
530070,Ang ganda ng shoppe. Sa mapalad ako kung matawagan Po.Ty.,5,100004*********370357,A Google user,,2021-10-13T09:05:17.000Z,0
757202,"THEY'VE BEEN LIMITING SHIPPING FEE LOL, THERE'S NO SHIPPING NOW ,the old shopee was better.",1,100004*********403413,A Google user,3.06.14,2023-08-13T07:29:11.000Z,1
6747,Easy to shop.. Fastest delivery,5,100004*********444021,A Google user,2.14.20,2017-10-07T06:27:52.000Z,0
466945,Goodshit,5,100004*********499239,A Google user,2.72.16,2021-06-23T05:39:25.000Z,0
328419,Execelent,5,100004*********524757,A Google user,,2020-11-24T06:58:45.000Z,0
231633,Superb!,5,100004*********525190,A Google user,2.57.13,2020-07-13T07:02:37.000Z,0
539165,super sulit at tiped sa shop apps na to,5,100004*********558358,A Google user,2.78.20,2021-10-28T15:12:53.000Z,0
426553,The Lazada App is 🔥,5,100004*********575202,A Google user,2.69.20,2021-04-18T01:08:15.000Z,0
580915,Ilke this app,5,100004*********592422,A Google user,2.79.09,2022-01-07T12:36:17.000Z,0
411672,Nice,5,100004*********601987,A Google user,2.64.13,2021-03-24T01:46:32.000Z,0
642019,"I used to buy anything what I need from shopee because they offer lot of good deals. Plus you can add 2 voucher at the same time. But now you can either just choose cashback or FSV, I am so disappointed with this new update. As someone, I need to save as much as I can. Now I am looking onto different shopping app.",2,100004*********611336,A Google user,2.87.32,2022-05-14T21:25:01.000Z,1
92179,Excellent....,5,100004*********626786,A Google user,2.46.06,2019-11-10T15:13:24.000Z,0
385449,Pages loads really slow and usually have issues when making payment,2,100004*********687853,A Google user,2.66.10,2021-02-07T16:05:10.000Z,0
339590,ok,4,100004*********691838,A Google user,2.56.22,2020-12-08T03:03:17.000Z,0
156624,Very well experience,5,100004*********715104,A Google user,2.51.06,2020-02-24T13:00:54.000Z,0
144500,Excellent,5,100004*********739271,A Google user,2.47.31,2020-01-31T06:02:28.000Z,0
654439,🥰🥰🥰🥰,4,100004*********781308,A Google user,2.88.23,2022-06-10T05:17:18.000Z,0
10970,Good,5,100004*********814927,A Google user,2.20.14,2018-02-20T08:44:41.000Z,1
709097,Very good,5,100004*********824739,A Google user,2.95.58,2022-11-29T23:52:54.000Z,0
670975,nice,5,100004*********899812,A Google user,2.90.24,2022-07-27T02:34:42.000Z,0
726363,Base on my experience maganda ang serbisyo ng mga shop!,5,100004*********920174,A Google user,2.97.24,2023-02-15T10:05:59.000Z,0
743578,Sa shoppe nahirapan akong mag order Ewan ko lang ha para sa akin lang Naman marami Kasi hiningingi na mga email2x na yan,4,100004*********935823,A Google user,2.97.14,2023-06-04T02:29:15.000Z,0
295333,Better than Lazada 🙂,5,100004*********948728,A Google user,2.61.11,2020-10-12T03:32:25.000Z,0
461302,sarap mg online shopping dito,5,100004*********964245,A Google user,2.71.21,2021-06-15T02:15:11.000Z,0
638091,scam application..i've waited 5.5 promo about the load 1peso for 75load..but when 5.5 arrived the promo suddenly gone..what the heck..uninstalling,1,100004*********984643,A Google user,2.86.42,2022-05-04T16:26:40.000Z,0
591107,Its more fan,5,100005*********023708,A Google user,,2022-01-26T23:43:16.000Z,0
76966,Nice to shop...,4,100005*********025053,A Google user,,2019-10-20T07:20:37.000Z,0
608335,I'm order,5,100005*********027245,A Google user,2.81.30,2022-03-02T10:51:38.000Z,0
92535,It's good.,5,100005*********031320,A Google user,2.46.06,2019-11-10T17:09:23.000Z,0
319708,Terrific,5,100005*********084172,A Google user,,2020-11-13T02:29:35.000Z,0
641579,Di na napagsabay ang free shipping at cashback,1,100005*********108299,A Google user,2.78.20,2022-05-13T16:02:23.000Z,0
360761,My experiences were smooth so far.,4,100005*********112017,A Google user,2.64.13,2021-01-01T16:24:12.000Z,0
83092,very well,5,100005*********130334,A Google user,2.45.51,2019-10-29T05:59:56.000Z,0
668084,Very good and easy to use,5,100005*********150850,A Google user,2.86.11,2022-07-20T05:32:15.000Z,0
115680,Very love ko shoppee sa shipping and quality control minsan 😅🤣 I hate L 🤣,5,100005*********154877,A Google user,2.47.31,2019-12-10T06:11:21.000Z,0
365497,Good,5,100005*********168374,A Google user,2.64.13,2021-01-08T04:35:05.000Z,0
531968,Very affordable and convinient to order.,5,100005*********203757,A Google user,2.74.17,2021-10-15T21:59:55.000Z,0
239035,"Please fix new update. When you click Shopee shake button, it goes to Shopee Claw site.",4,100005*********243995,A Google user,,2020-07-23T07:29:15.000Z,0
400551,Wala nmm makuhang discout..,1,100005*********257962,A Google user,,2021-03-05T14:34:30.000Z,0
567354,Sana meron kayong request refund sa settings..para hnd hassle kung sakaling accidentally napindot ung received item.,3,100005*********258017,A Google user,2.80.30,2021-12-17T04:40:02.000Z,0
